"Country","Country_code","Year","Sex","Age_group","Obesity_prevalence","Lower_CI","Upper_CI","Source","Age_group_label","Obesity_burden_quartile"
"Azerbaijan","AZE",2012,"Female","Y10T19",4.1918319,2.5541231,6.2652461,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2012,"Female","Y5T19",5.2211948,2.6961427,8.9376427,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2012,"Female","Y5T9",7.4559554,2.210347,16.016075,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2012,"Male","Y10T19",2.8970534,1.1530757,5.6770649,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Azerbaijan","AZE",2012,"Male","Y5T19",3.9915763,1.3518686,8.3758272,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2012,"Male","Y5T9",6.1949871,1.268491,15.28286,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2012,"Total","Y10T19",3.5269909,2.2239067,5.2654829,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Azerbaijan","AZE",2012,"Total","Y5T19",4.5823097,2.5506485,7.4392162,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2012,"Total","Y5T9",6.7847252,2.7657447,12.910625,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2013,"Female","Y10T19",4.4438548,2.6799506,6.7427374,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2013,"Female","Y5T19",5.5651978,2.7960192,9.683726,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2013,"Female","Y5T9",7.8083664,2.362057,16.720927,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2013,"Male","Y10T19",3.1023528,1.2086992,6.2768988,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Azerbaijan","AZE",2013,"Male","Y5T19",4.3014273,1.4145144,9.1227688,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2013,"Male","Y5T9",6.5239973,1.3694968,16.017127,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2013,"Total","Y10T19",3.7521981,2.3363275,5.6491047,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Azerbaijan","AZE",2013,"Total","Y5T19",4.9053948,2.6669022,8.0557637,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2013,"Total","Y5T9",7.1217485,2.9297058,13.513765,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2014,"Female","Y10T19",4.7237486,2.7612893,7.2895698,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2014,"Female","Y5T19",5.9363611,2.9142253,10.400828,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2014,"Female","Y5T9",8.1864618,2.4878245,17.46611,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2014,"Male","Y10T19",3.3428092,1.2410108,6.9171108,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Azerbaijan","AZE",2014,"Male","Y5T19",4.6456493,1.4667653,10.015905,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2014,"Male","Y5T9",6.8934843,1.4315562,16.841158,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2014,"Total","Y10T19",4.0085763,2.4317693,6.126219,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2014,"Total","Y5T19",5.259512,2.7969195,8.7491333,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2014,"Total","Y5T9",7.4933901,3.0432101,14.16558,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2015,"Female","Y10T19",5.0305389,2.8320888,7.9338424,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2015,"Female","Y5T19",6.3274525,3.012871,11.211579,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2015,"Female","Y5T9",8.588586,2.5840392,18.276957,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2015,"Male","Y10T19",3.6183488,1.273605,7.6545313,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Azerbaijan","AZE",2015,"Male","Y5T19",5.0151676,1.5058214,10.956731,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2015,"Male","Y5T9",7.2993532,1.5165653,17.76574,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2015,"Total","Y10T19",4.295462,2.5245769,6.7243539,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2015,"Total","Y5T19",5.6365777,2.9326266,9.4199844,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2015,"Total","Y5T9",7.8969315,3.2066975,14.866127,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2016,"Female","Y10T19",5.3637266,2.8809348,8.687292,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2016,"Female","Y5T19",6.733866,3.0848941,12.043377,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2016,"Female","Y5T9",9.0137541,2.6972808,19.096473,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2016,"Male","Y10T19",3.9305676,1.3080473,8.4744208,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Azerbaijan","AZE",2016,"Male","Y5T19",5.4094087,1.538103,11.975552,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Azerbaijan","AZE",2016,"Male","Y5T9",7.7429965,1.6097421,18.83768,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2016,"Total","Y10T19",4.6138406,2.608218,7.3614717,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2016,"Total","Y5T19",6.0341693,3.0644123,10.172161,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2016,"Total","Y5T9",8.3320461,3.345409,15.615189,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2017,"Female","Y10T19",5.7214055,2.9188108,9.5370322,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2017,"Female","Y5T19",7.1520291,3.1583034,12.976161,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2017,"Female","Y5T9",9.4621114,2.8663103,19.982965,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2017,"Male","Y10T19",4.2788677,1.3059346,9.4497502,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2017,"Male","Y5T19",5.8280207,1.580257,13.133033,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2017,"Male","Y5T9",8.2260408,1.6605377,20.08422,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Azerbaijan","AZE",2017,"Total","Y10T19",4.9630009,2.6860543,8.1744023,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2017,"Total","Y5T19",6.4505406,3.1701274,11.03377,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2017,"Total","Y5T9",8.7992534,3.4544598,16.539669,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2018,"Female","Y10T19",6.0937453,2.9147016,10.49761,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2018,"Female","Y5T19",7.5707927,3.1884026,13.905758,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2018,"Female","Y5T9",9.9239901,2.985435,20.974638,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2018,"Male","Y10T19",4.658306,1.2957824,10.607588,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2018,"Male","Y5T19",6.2650777,1.6118169,14.268717,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2018,"Male","Y5T9",8.7448604,1.6778156,21.519947,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2018,"Total","Y10T19",5.3358607,2.7488733,9.0097375,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2018,"Total","Y5T19",6.8773739,3.2577399,11.9096,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2018,"Total","Y5T9",9.2921004,3.5828777,17.562121,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2019,"Female","Y10T19",6.4815626,2.897471,11.49162,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2019,"Female","Y5T19",7.9928286,3.1810246,14.958833,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2019,"Female","Y5T9",10.402756,3.0364357,21.93815,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2019,"Male","Y10T19",5.0615638,1.3054073,11.830546,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2019,"Male","Y5T19",6.7143269,1.5877603,15.624627,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2019,"Male","Y5T9",9.2932269,1.7469324,22.945975,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2019,"Total","Y10T19",5.7290182,2.8198218,9.9909991,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2019,"Total","Y5T19",7.3125869,3.3245828,12.934309,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2019,"Total","Y5T9",9.8087452,3.6953948,18.647975,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2020,"Female","Y10T19",6.882409,2.8599063,12.61145,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2020,"Female","Y5T19",8.4148452,3.097404,15.941338,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2020,"Female","Y5T9",10.897514,3.0710034,22.993183,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2020,"Male","Y10T19",5.4837156,1.2831861,13.289268,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Azerbaijan","AZE",2020,"Male","Y5T19",7.169541,1.5792174,16.93377,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2020,"Male","Y5T9",9.8662756,1.7768435,24.349822,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2020,"Total","Y10T19",6.1388824,2.8503943,11.011808,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2020,"Total","Y5T19",7.7513501,3.3685692,13.909565,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2020,"Total","Y5T9",10.346065,3.7906948,19.624752,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2021,"Female","Y10T19",7.295116,2.8160123,13.84284,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2021,"Female","Y5T19",8.8293366,3.0466951,16.977651,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Very high"
"Azerbaijan","AZE",2021,"Female","Y5T9",11.407182,3.0742712,24.028754,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2021,"Male","Y10T19",5.9252128,1.2150447,14.896342,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2021,"Male","Y5T19",7.6228105,1.5274481,18.33711,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2021,"Male","Y5T9",10.462165,1.7356059,25.809473,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2021,"Total","Y10T19",6.5650798,2.8865555,12.027866,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2021,"Total","Y5T19",8.1858523,3.4229062,15.003532,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2021,"Total","Y5T9",10.902497,3.8853504,20.888153,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2022,"Female","Y10T19",7.720042,2.7498407,15.02225,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2022,"Female","Y5T19",9.2277385,2.987046,18.13006,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Very high"
"Azerbaijan","AZE",2022,"Female","Y5T9",11.929745,2.9702961,25.134683,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2022,"Male","Y10T19",6.3884094,1.1658723,16.578479,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2022,"Male","Y5T19",8.0656558,1.4768057,19.875959,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Azerbaijan","AZE",2022,"Male","Y5T9",11.079761,1.68352,27.684069,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Azerbaijan","AZE",2022,"Total","Y10T19",7.0089161,2.8952947,13.193725,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","High"
"Azerbaijan","AZE",2022,"Total","Y5T19",8.6074397,3.4796972,16.078199,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Very high"
"Azerbaijan","AZE",2022,"Total","Y5T9",11.476411,4.0124241,22.076459,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Belarus","BLR",1990,"Female","Y10T19",1.436762,0.19959339,4.4659883,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1990,"Female","Y5T19",2.1940958,0.28865025,6.5951571,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1990,"Female","Y5T9",3.5787892,0.37406462,11.324602,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Belarus","BLR",1990,"Male","Y10T19",2.5458368,0.42450945,6.9835082,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1990,"Male","Y5T19",3.6205117,0.59716529,9.9059731,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1990,"Male","Y5T9",5.5716373,0.81439326,16.161259,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1990,"Total","Y10T19",1.9930296,0.57559675,4.6256192,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1990,"Total","Y5T19",2.910419,0.85502407,6.549184,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1990,"Total","Y5T9",4.5818303,1.210601,10.77719,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1991,"Female","Y10T19",1.4875042,0.21566374,4.4992376,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1991,"Female","Y5T19",2.2676433,0.31656774,6.6594578,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1991,"Female","Y5T9",3.6846656,0.40657884,11.501865,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Belarus","BLR",1991,"Male","Y10T19",2.6501067,0.47099059,7.2056696,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1991,"Male","Y5T19",3.7587479,0.64293835,10.191798,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1991,"Male","Y5T9",5.7608973,0.87390039,16.474798,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1991,"Total","Y10T19",2.071148,0.620127,4.7559679,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1991,"Total","Y5T19",3.0169629,0.90389578,6.7056559,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1991,"Total","Y5T9",4.7299515,1.2773712,10.996102,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1992,"Female","Y10T19",1.5387036,0.22839711,4.5502976,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1992,"Female","Y5T19",2.337498,0.33811997,6.7216657,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1992,"Female","Y5T9",3.7910253,0.44181407,11.660653,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Belarus","BLR",1992,"Male","Y10T19",2.759026,0.49918243,7.3790036,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1992,"Male","Y5T19",3.897522,0.68573793,10.290366,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1992,"Male","Y5T9",5.9568159,0.90333382,16.753685,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Belarus","BLR",1992,"Total","Y10T19",2.1516273,0.65236776,4.8744254,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1992,"Total","Y5T19",3.1218717,0.96224677,6.899894,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1992,"Total","Y5T9",4.8820667,1.3420163,11.218233,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1993,"Female","Y10T19",1.5896702,0.24669529,4.5766115,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1993,"Female","Y5T19",2.3987284,0.365968,6.8199471,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1993,"Female","Y5T9",3.8981378,0.46700118,11.852738,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Belarus","BLR",1993,"Male","Y10T19",2.868698,0.53392258,7.6102465,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1993,"Male","Y5T19",4.0265542,0.7256404,10.529121,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Belarus","BLR",1993,"Male","Y5T9",6.1575539,0.94887419,17.085281,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Belarus","BLR",1993,"Total","Y10T19",2.2323117,0.6865622,5.0217349,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1993,"Total","Y5T19",3.217613,1.0024932,7.0514478,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1993,"Total","Y5T9",5.037288,1.4071105,11.444984,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1994,"Female","Y10T19",1.6406562,0.26600966,4.6704266,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1994,"Female","Y5T19",2.4538586,0.39135423,6.9303349,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1994,"Female","Y5T9",4.0054776,0.49759708,12.045215,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1994,"Male","Y10T19",2.9799292,0.55767098,7.8905128,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1994,"Male","Y5T19",4.1492421,0.76096146,10.743295,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Belarus","BLR",1994,"Male","Y5T9",6.3623145,1.0034944,17.368321,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Belarus","BLR",1994,"Total","Y10T19",2.3138106,0.7210338,5.1285084,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1994,"Total","Y5T19",3.3071887,1.0528626,7.2003268,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1994,"Total","Y5T9",5.194864,1.4791869,11.663121,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1995,"Female","Y10T19",1.6936889,0.28525309,4.7454029,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1995,"Female","Y5T19",2.5057932,0.41181752,6.9533072,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1995,"Female","Y5T9",4.1169565,0.52608028,12.278219,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1995,"Male","Y10T19",3.0951178,0.57620085,8.1682108,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1995,"Male","Y5T19",4.2676218,0.81102168,11.03499,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Belarus","BLR",1995,"Male","Y5T9",6.5734155,1.0610053,17.817758,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Belarus","BLR",1995,"Total","Y10T19",2.3984026,0.7648393,5.2907422,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1995,"Total","Y5T19",3.393038,1.0958825,7.3024601,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1995,"Total","Y5T9",5.3576,1.5325277,11.854766,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1996,"Female","Y10T19",1.7490469,0.30571499,4.8442591,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1996,"Female","Y5T19",2.5503097,0.44571529,6.9588862,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1996,"Female","Y5T9",4.2323202,0.55533377,12.506875,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1996,"Male","Y10T19",3.2181758,0.61011487,8.3411597,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1996,"Male","Y5T19",4.3784626,0.84287245,11.097891,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Belarus","BLR",1996,"Male","Y5T9",6.7936286,1.1108791,18.202421,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Belarus","BLR",1996,"Total","Y10T19",2.488263,0.80145113,5.4913942,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1996,"Total","Y5T19",3.4714248,1.1277607,7.3958069,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1996,"Total","Y5T9",5.5264976,1.5983235,12.186205,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1997,"Female","Y10T19",1.8060979,0.32863792,4.9867824,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1997,"Female","Y5T19",2.5927078,0.46503921,7.0206113,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1997,"Female","Y5T9",4.3539666,0.60475962,12.678631,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1997,"Male","Y10T19",3.3480685,0.6490326,8.5680008,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1997,"Male","Y5T19",4.4903465,0.88087711,11.283838,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Belarus","BLR",1997,"Male","Y5T9",7.0296898,1.1722078,18.672577,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Belarus","BLR",1997,"Total","Y10T19",2.582556,0.8461968,5.6065112,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1997,"Total","Y5T19",3.549315,1.1779174,7.4520253,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Belarus","BLR",1997,"Total","Y5T9",5.706121,1.6795421,12.364937,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Belarus","BLR",1998,"Female","Y10T19",1.863176,0.34453885,5.0942346,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Belarus","BLR",1998,"Female","Y5T19",2.6362447,0.48816451,6.9951117,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
