"Country","Country_code","Year","Sex","Age_group","Obesity_prevalence","Lower_CI","Upper_CI","Source","Age_group_label","Obesity_burden_quartile"
"Albania","ALB",1990,"Female","Y10T19",1.2754322,0.35088342,3.0623777,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1990,"Female","Y5T19",1.6863205,0.49356376,3.8883641,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1990,"Female","Y5T9",2.4531839,0.73970961,5.5384599,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1990,"Male","Y10T19",2.2396337,0.65920325,5.2414209,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1990,"Male","Y5T19",3.3209782,1.0856197,7.4899055,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1990,"Male","Y5T9",5.288811,1.7784679,11.455081,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1990,"Total","Y10T19",1.7660497,0.74634724,3.4906264,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1990,"Total","Y5T19",2.5217179,1.1004112,4.7886923,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1990,"Total","Y5T9",3.9139409,1.7554382,7.2608851,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1991,"Female","Y10T19",1.3239576,0.3925445,3.0464822,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1991,"Female","Y5T19",1.7507095,0.5451099,3.9309252,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1991,"Female","Y5T9",2.5389455,0.80915131,5.5689536,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1991,"Male","Y10T19",2.3298193,0.73845158,5.3692315,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1991,"Male","Y5T19",3.4563385,1.1857641,7.5498335,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1991,"Male","Y5T9",5.4629378,1.9197553,11.492842,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1991,"Total","Y10T19",1.8319763,0.81297457,3.509748,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1991,"Total","Y5T19",2.6176494,1.1976252,4.9004771,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1991,"Total","Y5T9",4.0422466,1.8943164,7.40624,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1992,"Female","Y10T19",1.3759292,0.43422962,3.1115774,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1992,"Female","Y5T19",1.8171612,0.60945237,3.9778456,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1992,"Female","Y5T9",2.6283175,0.89655127,5.6082204,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1992,"Male","Y10T19",2.4295695,0.80749122,5.3454611,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1992,"Male","Y5T19",3.5977595,1.2958043,7.6324619,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1992,"Male","Y5T9",5.6433897,2.0939898,11.622581,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1992,"Total","Y10T19",1.9041285,0.87347105,3.571789,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1992,"Total","Y5T19",2.7175395,1.2966898,4.9732108,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1992,"Total","Y5T9",4.1764535,2.0160375,7.5068481,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1993,"Female","Y10T19",1.4311137,0.47790841,3.1750355,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1993,"Female","Y5T19",1.8855199,0.65725441,4.0527891,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1993,"Female","Y5T9",2.7213806,0.96428189,5.6654654,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1993,"Male","Y10T19",2.5372567,0.87693781,5.4562483,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1993,"Male","Y5T19",3.7423886,1.3998372,7.7242486,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1993,"Male","Y5T9",5.8296412,2.2239234,11.662167,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",1993,"Total","Y10T19",1.981871,0.93707396,3.6208075,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1993,"Total","Y5T19",2.8201062,1.3968831,5.008639,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1993,"Total","Y5T9",4.3157868,2.1608362,7.579533,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1994,"Female","Y10T19",1.4886979,0.51941886,3.215846,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1994,"Female","Y5T19",1.9551322,0.71872864,4.0782329,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1994,"Female","Y5T9",2.8178543,1.0380525,5.6915507,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1994,"Male","Y10T19",2.6509581,0.97082416,5.6213506,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1994,"Male","Y5T19",3.8885564,1.5199395,7.8259088,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1994,"Male","Y5T9",6.0239866,2.4300061,11.746618,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",1994,"Total","Y10T19",2.0641455,1.0132535,3.7075184,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1994,"Total","Y5T19",2.924444,1.4938197,5.0773531,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1994,"Total","Y5T9",4.4609271,2.2807054,7.6455586,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1995,"Female","Y10T19",1.549771,0.56982571,3.2498993,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1995,"Female","Y5T19",2.0276083,0.78187827,4.1189466,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1995,"Female","Y5T9",2.9206555,1.133492,5.7748303,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1995,"Male","Y10T19",2.769121,1.0577993,5.7548746,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1995,"Male","Y5T19",4.0361583,1.628245,7.969068,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",1995,"Male","Y5T9",6.229056,2.5789764,11.914441,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",1995,"Total","Y10T19",2.1508632,1.0812441,3.7892923,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1995,"Total","Y5T19",3.0315304,1.5853288,5.1942281,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1995,"Total","Y5T9",4.6151027,2.4269437,7.7980116,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1996,"Female","Y10T19",1.6134089,0.61851656,3.2757428,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1996,"Female","Y5T19",2.1023756,0.84665269,4.149979,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1996,"Female","Y5T9",3.0295523,1.2203461,5.8764547,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1996,"Male","Y10T19",2.8877148,1.1365303,5.8078643,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1996,"Male","Y5T19",4.1801635,1.7689079,8.0699593,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",1996,"Male","Y5T9",6.4419322,2.7991408,12.040539,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",1996,"Total","Y10T19",2.2399498,1.158776,3.8911179,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1996,"Total","Y5T19",3.1387374,1.672701,5.2854475,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1996,"Total","Y5T9",4.7757685,2.5626367,7.9360157,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1997,"Female","Y10T19",1.6781215,0.67610005,3.2935567,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1997,"Female","Y5T19",2.1779791,0.90795076,4.211536,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1997,"Female","Y5T9",3.1429648,1.3192065,5.9634775,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1997,"Male","Y10T19",3.0076571,1.236234,5.9630748,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1997,"Male","Y5T19",4.3218162,1.8864268,8.1273757,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",1997,"Male","Y5T9",6.6682428,3.0047746,12.188291,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",1997,"Total","Y10T19",2.3313576,1.2365678,3.9940346,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1997,"Total","Y5T19",3.2459542,1.7789511,5.3675812,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1997,"Total","Y5T9",4.9438443,2.716174,8.0585472,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1998,"Female","Y10T19",1.7455142,0.72678477,3.3740871,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1998,"Female","Y5T19",2.2563688,0.98408591,4.2571731,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1998,"Female","Y5T9",3.2631382,1.4383529,6.0901348,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1998,"Male","Y10T19",3.1274844,1.3264181,6.0732201,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1998,"Male","Y5T19",4.4611797,2.0137729,8.2576625,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",1998,"Male","Y5T9",6.906981,3.2168992,12.444328,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",1998,"Total","Y10T19",2.4251599,1.3179082,4.0810734,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1998,"Total","Y5T19",3.3543613,1.8905969,5.4230582,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1998,"Total","Y5T9",5.1207401,2.8909758,8.1658311,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",1999,"Female","Y10T19",1.8182809,0.79148933,3.4182701,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1999,"Female","Y5T19",2.3408158,1.0673502,4.2874776,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1999,"Female","Y5T9",3.3937618,1.54205,6.189011,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",1999,"Male","Y10T19",3.2487806,1.4298283,6.1088156,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1999,"Male","Y5T19",4.6018373,2.1445097,8.3130382,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",1999,"Male","Y5T9",7.1600676,3.4209803,12.477492,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",1999,"Total","Y10T19",2.5234155,1.4083153,4.1485284,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",1999,"Total","Y5T19",3.4675371,1.9965116,5.4942228,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",1999,"Total","Y5T9",5.310262,3.0891096,8.3138637,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2000,"Female","Y10T19",1.8980682,0.85650207,3.5164811,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2000,"Female","Y5T19",2.4333224,1.1529358,4.3790061,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2000,"Female","Y5T9",3.5368588,1.6677346,6.3473582,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",2000,"Male","Y10T19",3.3749279,1.5438667,6.1719481,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2000,"Male","Y5T19",4.7480825,2.2945791,8.3877318,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2000,"Male","Y5T9",7.4302375,3.6824711,12.803023,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2000,"Total","Y10T19",2.6285416,1.5074375,4.225383,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2000,"Total","Y5T19",3.5886295,2.1350892,5.5740554,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2000,"Total","Y5T9",5.515153,3.2911927,8.4881231,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2001,"Female","Y10T19",1.9857408,0.93711754,3.5787284,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2001,"Female","Y5T19",2.5347063,1.2517707,4.4254169,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2001,"Female","Y5T9",3.6929321,1.8301727,6.4549431,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",2001,"Male","Y10T19",3.5059076,1.6665448,6.2356975,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2001,"Male","Y5T19",4.9020916,2.4703821,8.3977349,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2001,"Male","Y5T9",7.7191144,3.9745033,12.965931,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2001,"Total","Y10T19",2.740892,1.6154522,4.2739235,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2001,"Total","Y5T19",3.7193488,2.2679782,5.6749813,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2001,"Total","Y5T9",5.7379209,3.5267737,8.6673684,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2002,"Female","Y10T19",2.08208,1.0345016,3.636862,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2002,"Female","Y5T19",2.6441047,1.3693883,4.4755474,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2002,"Female","Y5T9",3.8623054,1.9909143,6.590201,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Albania","ALB",2002,"Male","Y10T19",3.6414593,1.8036054,6.2976159,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2002,"Male","Y5T19",5.0621353,2.6532646,8.4451206,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2002,"Male","Y5T9",8.0263376,4.3085445,13.101435,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2002,"Total","Y10T19",2.8602952,1.7279912,4.3640062,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2002,"Total","Y5T19",3.858202,2.4099359,5.7574809,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2002,"Total","Y5T9",5.9800528,3.7796389,8.8263407,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2003,"Female","Y10T19",2.1852743,1.1326051,3.7225805,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2003,"Female","Y5T19",2.7587363,1.4824406,4.5439877,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2003,"Female","Y5T9",4.0422626,2.1555338,6.6913962,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2003,"Male","Y10T19",3.7868004,1.9612655,6.3471489,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2003,"Male","Y5T19",5.2317925,2.8694732,8.4509805,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2003,"Male","Y5T9",8.3557822,4.6832204,13.272323,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2003,"Total","Y10T19",2.9880997,1.8681329,4.4498224,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2003,"Total","Y5T19",4.0051475,2.5901485,5.8267195,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2003,"Total","Y5T9",6.2419567,4.0660743,8.9917235,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2004,"Female","Y10T19",2.2940334,1.2502731,3.7890606,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2004,"Female","Y5T19",2.8780594,1.6084362,4.5878332,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2004,"Female","Y5T9",4.2321198,2.3322199,6.8439692,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2004,"Male","Y10T19",3.9449304,2.1302858,6.3706279,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2004,"Male","Y5T19",5.4148648,3.1033872,8.519771,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2004,"Male","Y5T9",8.7114267,5.0880171,13.538709,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Albania","ALB",2004,"Total","Y10T19",3.1250421,2.0269927,4.5502853,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2004,"Total","Y5T19",4.1614354,2.7804058,5.9265945,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2004,"Total","Y5T9",6.5240912,4.4040553,9.2150711,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2005,"Female","Y10T19",2.4069292,1.3702362,3.8518872,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2005,"Female","Y5T19",3.0004026,1.7479459,4.6487413,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2005,"Female","Y5T9",4.4307645,2.5264664,6.9804624,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2005,"Male","Y10T19",4.1122388,2.3512578,6.4391568,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Albania","ALB",2005,"Male","Y5T19",5.606572,3.3793341,8.5216306,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2005,"Male","Y5T9",9.0878308,5.59825,13.659312,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Albania","ALB",2005,"Total","Y10T19",3.2683738,2.1931924,4.6320349,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2005,"Total","Y5T19",4.3234896,2.9862313,6.0190912,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2005,"Total","Y5T9",6.8228453,4.7336161,9.3989871,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2006,"Female","Y10T19",2.5203478,1.493787,3.9007474,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2006,"Female","Y5T19",3.1219723,1.9089064,4.6977874,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2006,"Female","Y5T9",4.6326108,2.7522489,7.0706904,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2006,"Male","Y10T19",4.2905055,2.5991306,6.4569183,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Albania","ALB",2006,"Male","Y5T19",5.8085181,3.6910813,8.5118666,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2006,"Male","Y5T9",9.479887,6.0921893,13.717057,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Albania","ALB",2006,"Total","Y10T19",3.4167919,2.38536,4.7016989,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2006,"Total","Y5T19",4.4897612,3.2114461,6.0822338,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2006,"Total","Y5T9",7.1327798,5.1102821,9.6068755,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2007,"Female","Y10T19",2.6318731,1.6406734,3.924001,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2007,"Female","Y5T19",3.2425337,2.0735653,4.7310241,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2007,"Female","Y5T9",4.8360277,2.9916443,7.1881533,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2007,"Male","Y10T19",4.4755537,2.8503008,6.5053619,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Albania","ALB",2007,"Male","Y5T19",6.0193755,4.0060062,8.495982,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Albania","ALB",2007,"Male","Y5T9",9.8785825,6.6028208,13.79969,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Albania","ALB",2007,"Total","Y10T19",3.5668898,2.5767343,4.7792822,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2007,"Total","Y5T19",4.6591856,3.4490537,6.1170619,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2007,"Total","Y5T9",7.4474417,5.5187695,9.763176,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2008,"Female","Y10T19",2.7374854,1.7831374,3.9516155,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2008,"Female","Y5T19",3.3592578,2.2389436,4.7656815,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2008,"Female","Y5T9",5.033797,3.2654807,7.3061913,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2008,"Male","Y10T19",4.6563443,3.1019984,6.5085478,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Albania","ALB",2008,"Male","Y5T19",6.2302917,4.3250594,8.4677882,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Albania","ALB",2008,"Male","Y5T9",10.269046,7.1526036,13.930976,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Albania","ALB",2008,"Total","Y10T19",3.7115708,2.7781682,4.81955,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2008,"Total","Y5T19",4.8262674,3.6902819,6.1563004,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Albania","ALB",2008,"Total","Y5T9",7.7546641,5.9079744,9.9312887,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","High"
"Albania","ALB",2009,"Female","Y10T19",2.838362,1.9187937,3.9780609,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Albania","ALB",2009,"Female","Y5T19",3.4717154,2.407169,4.7749806,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Albania","ALB",2009,"Female","Y5T9",5.2249223,3.5128191,7.3676854,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Albania","ALB",2009,"Male","Y10T19",4.8294246,3.3822648,6.5348409,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Moderate"
"Albania","ALB",2009,"Male","Y5T19",6.4346023,4.6728197,8.4702745,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","High"
"Albania","ALB",2009,"Male","Y5T9",10.643397,7.7178165,14.057389,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Very high"
"Albania","ALB",2009,"Total","Y10T19",3.8496479,2.9736739,4.8751514,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
